id,emission_type,livestock_category_type,livestock_production_type,climate,moisture,manure_management_type,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10.14 (footnotes)."
126715,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Moist,Deep Bedding,0.04,0.028,0.052,
126716,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Moist,Composting,0.0065,0.00455,0.00845,
126717,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126718,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Lagoon,0,0,0,
126719,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126720,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Solid Storage,0.0075,0.00525,0.00975,
126721,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Dry Lot,0.02,0.014,0.026,
126722,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126723,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Daily Spread,0,0,0,
126724,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Digester,0.0006,0.00042,0.00078,
126726,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Pit<1Month,0.002,0.0014,0.0026,
126727,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Pit>1Month,0.002,0.0014,0.0026,
126728,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Poultry Manure,0.001,0.0007,0.0013,
126729,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Deep Bedding,0.04,0.028,0.052,
126730,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Composting,0.0065,0.00455,0.00845,
126731,EmissionType object (2),Breeding Swine,Default,Warm Temperate,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126732,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Lagoon,0,0,0,
126733,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126734,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Solid Storage,0.0075,0.00525,0.00975,
126735,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Dry Lot,0.02,0.014,0.026,
126736,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126737,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Daily Spread,0,0,0,
126738,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Digester,0.0006,0.00042,0.00078,
126740,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Pit<1Month,0.002,0.0014,0.0026,
126741,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Pit>1Month,0.002,0.0014,0.0026,
126742,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Poultry Manure,0.001,0.0007,0.0013,
126743,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Deep Bedding,0.04,0.028,0.052,
126744,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Composting,0.0065,0.00455,0.00845,
126745,EmissionType object (2),Breeding Swine,Default,Tropical Montane,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126746,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Lagoon,0,0,0,
126747,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126748,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Solid Storage,0.0075,0.00525,0.00975,
126749,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Dry Lot,0.02,0.014,0.026,
126750,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Pasture/Range/Paddock,0.006,0.0042,0.0078,
126751,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Daily Spread,0,0,0,
126752,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Digester,0.0006,0.00042,0.00078,
126754,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Pit<1Month,0.002,0.0014,0.0026,
126755,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Pit>1Month,0.002,0.0014,0.0026,
126756,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Poultry Manure,0.001,0.0007,0.0013,
126757,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Deep Bedding,0.04,0.028,0.052,
126758,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Composting,0.0065,0.00455,0.00845,
126759,EmissionType object (2),Breeding Swine,Default,Tropical,Wet,Aerobic Treatment,0.0075,0.00525,0.00975,
126760,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Lagoon,0,0,0,
126761,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126762,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Solid Storage,0.0075,0.00525,0.00975,
126763,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Dry Lot,0.02,0.014,0.026,
126764,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126765,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Daily Spread,0,0,0,
126766,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Digester,0.0006,0.00042,0.00078,
126768,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Pit<1Month,0.002,0.0014,0.0026,
126769,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Pit>1Month,0.002,0.0014,0.0026,
126770,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Poultry Manure,0.001,0.0007,0.0013,
126771,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Deep Bedding,0.04,0.028,0.052,
126772,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Composting,0.0065,0.00455,0.00845,
126773,EmissionType object (2),Breeding Swine,Default,Tropical,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126774,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Lagoon,0,0,0,
126775,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126776,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Solid Storage,0.0075,0.00525,0.00975,
126777,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Dry Lot,0.02,0.014,0.026,
126778,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126779,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Daily Spread,0,0,0,
126780,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Digester,0.0006,0.00042,0.00078,
126782,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Pit<1Month,0.002,0.0014,0.0026,
126783,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Pit>1Month,0.002,0.0014,0.0026,
126784,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Poultry Manure,0.001,0.0007,0.0013,
126785,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Deep Bedding,0.04,0.028,0.052,
126786,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Composting,0.0065,0.00455,0.00845,
126787,EmissionType object (2),Breeding Swine,Default,Tropical,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126788,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Lagoon,0,0,0,
126789,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126790,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Solid Storage,0.0075,0.00525,0.00975,
126791,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Dry Lot,0.02,0.014,0.026,
126792,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126793,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Daily Spread,0,0,0,
126794,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Digester,0.0006,0.00042,0.00078,
126796,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Pit<1Month,0.002,0.0014,0.0026,
126797,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Pit>1Month,0.002,0.0014,0.0026,
126798,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Poultry Manure,0.001,0.0007,0.0013,
126799,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Deep Bedding,0.04,0.028,0.052,
126800,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Composting,0.0065,0.00455,0.00845,
126801,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126802,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Lagoon,0,0,0,
126803,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126804,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Solid Storage,0.0075,0.00525,0.00975,
126805,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Dry Lot,0.02,0.014,0.026,
126806,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126807,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Daily Spread,0,0,0,
126808,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Digester,0.0006,0.00042,0.00078,
126810,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Pit<1Month,0.002,0.0014,0.0026,
126811,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Pit>1Month,0.002,0.0014,0.0026,
126812,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Poultry Manure,0.001,0.0007,0.0013,
126813,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Deep Bedding,0.04,0.028,0.052,
126814,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Composting,0.0065,0.00455,0.00845,
126815,EmissionType object (2),Chicken Layer,Default,Cool Temperate,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126816,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Lagoon,0,0,0,
126817,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126818,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Solid Storage,0.0075,0.00525,0.00975,
126819,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Dry Lot,0.02,0.014,0.026,
126820,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126821,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Daily Spread,0,0,0,
126822,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Digester,0.0006,0.00042,0.00078,
126824,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Pit<1Month,0.002,0.0014,0.0026,
126825,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Pit>1Month,0.002,0.0014,0.0026,
126826,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Poultry Manure,0.001,0.0007,0.0013,
126827,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Deep Bedding,0.04,0.028,0.052,
126828,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Composting,0.0065,0.00455,0.00845,
126829,EmissionType object (2),Chicken Layer,Default,Boreal,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126830,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Lagoon,0,0,0,
126831,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126832,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Solid Storage,0.0075,0.00525,0.00975,
126833,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Dry Lot,0.02,0.014,0.026,
126834,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126835,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Daily Spread,0,0,0,
126836,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Digester,0.0006,0.00042,0.00078,
126838,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Pit<1Month,0.002,0.0014,0.0026,
126839,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Pit>1Month,0.002,0.0014,0.0026,
126840,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Poultry Manure,0.001,0.0007,0.0013,
126841,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Deep Bedding,0.04,0.028,0.052,
126842,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Composting,0.0065,0.00455,0.00845,
126843,EmissionType object (2),Chicken Layer,Default,Boreal,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126844,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Lagoon,0,0,0,
126845,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126846,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Solid Storage,0.0075,0.00525,0.00975,
126847,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Dry Lot,0.02,0.014,0.026,
126848,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126849,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Daily Spread,0,0,0,
126850,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Digester,0.0006,0.00042,0.00078,
126852,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Pit<1Month,0.002,0.0014,0.0026,
126853,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Pit>1Month,0.002,0.0014,0.0026,
126854,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Poultry Manure,0.001,0.0007,0.0013,
126855,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Deep Bedding,0.04,0.028,0.052,
126856,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Composting,0.0065,0.00455,0.00845,
126857,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126858,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Lagoon,0,0,0,
126859,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126860,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Solid Storage,0.0075,0.00525,0.00975,
126861,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Dry Lot,0.02,0.014,0.026,
126862,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126863,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Daily Spread,0,0,0,
126864,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Digester,0.0006,0.00042,0.00078,
126866,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Pit<1Month,0.002,0.0014,0.0026,
126867,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Pit>1Month,0.002,0.0014,0.0026,
126868,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Poultry Manure,0.001,0.0007,0.0013,
126869,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Deep Bedding,0.04,0.028,0.052,
126870,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Composting,0.0065,0.00455,0.00845,
126871,EmissionType object (2),Chicken Layer,Default,Warm Temperate,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126872,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Lagoon,0,0,0,
126873,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126874,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Solid Storage,0.0075,0.00525,0.00975,
126875,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Dry Lot,0.02,0.014,0.026,
126876,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126877,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Daily Spread,0,0,0,
126878,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Digester,0.0006,0.00042,0.00078,
126880,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Pit<1Month,0.002,0.0014,0.0026,
126881,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Pit>1Month,0.002,0.0014,0.0026,
126882,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Poultry Manure,0.001,0.0007,0.0013,
126883,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Deep Bedding,0.04,0.028,0.052,
126884,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Composting,0.0065,0.00455,0.00845,
126885,EmissionType object (2),Chicken Layer,Default,Tropical Montane,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126886,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Lagoon,0,0,0,
126887,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126888,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Solid Storage,0.0075,0.00525,0.00975,
126889,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Dry Lot,0.02,0.014,0.026,
126890,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Pasture/Range/Paddock,0.006,0.0042,0.0078,
126891,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Daily Spread,0,0,0,
126892,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Digester,0.0006,0.00042,0.00078,
126894,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Pit<1Month,0.002,0.0014,0.0026,
126895,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Pit>1Month,0.002,0.0014,0.0026,
126896,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Poultry Manure,0.001,0.0007,0.0013,
126897,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Deep Bedding,0.04,0.028,0.052,
126898,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Composting,0.0065,0.00455,0.00845,
126899,EmissionType object (2),Chicken Layer,Default,Tropical,Wet,Aerobic Treatment,0.0075,0.00525,0.00975,
126900,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Lagoon,0,0,0,
126901,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126902,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Solid Storage,0.0075,0.00525,0.00975,
126903,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Dry Lot,0.02,0.014,0.026,
126904,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126905,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Daily Spread,0,0,0,
126906,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Digester,0.0006,0.00042,0.00078,
126908,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Pit<1Month,0.002,0.0014,0.0026,
126909,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Pit>1Month,0.002,0.0014,0.0026,
126910,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Poultry Manure,0.001,0.0007,0.0013,
126911,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Deep Bedding,0.04,0.028,0.052,
126912,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Composting,0.0065,0.00455,0.00845,
126913,EmissionType object (2),Chicken Layer,Default,Tropical,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126914,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Lagoon,0,0,0,
126915,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126916,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Solid Storage,0.0075,0.00525,0.00975,
126917,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Dry Lot,0.02,0.014,0.026,
126918,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126919,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Daily Spread,0,0,0,
126920,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Digester,0.0006,0.00042,0.00078,
126922,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Pit<1Month,0.002,0.0014,0.0026,
126923,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Pit>1Month,0.002,0.0014,0.0026,
126924,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Poultry Manure,0.001,0.0007,0.0013,
126925,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Deep Bedding,0.04,0.028,0.052,
126926,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Composting,0.0065,0.00455,0.00845,
126927,EmissionType object (2),Chicken Layer,Default,Tropical,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126928,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Lagoon,0,0,0,
126929,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126930,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Solid Storage,0.0075,0.00525,0.00975,
126931,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Dry Lot,0.02,0.014,0.026,
126932,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126933,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Daily Spread,0,0,0,
126934,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Digester,0.0006,0.00042,0.00078,
126936,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Pit<1Month,0.002,0.0014,0.0026,
126937,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Pit>1Month,0.002,0.0014,0.0026,
126938,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Poultry Manure,0.001,0.0007,0.0013,
126939,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Deep Bedding,0.04,0.028,0.052,
126940,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Composting,0.0065,0.00455,0.00845,
126941,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126942,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Lagoon,0,0,0,
126943,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126944,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Solid Storage,0.0075,0.00525,0.00975,
126945,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Dry Lot,0.02,0.014,0.026,
126946,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126947,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Daily Spread,0,0,0,
126948,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Digester,0.0006,0.00042,0.00078,
126950,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Pit<1Month,0.002,0.0014,0.0026,
126951,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Pit>1Month,0.002,0.0014,0.0026,
126952,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Poultry Manure,0.001,0.0007,0.0013,
126953,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Deep Bedding,0.04,0.028,0.052,
126954,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Composting,0.0065,0.00455,0.00845,
126955,EmissionType object (2),Chicken Broiler,Default,Cool Temperate,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
126956,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Lagoon,0,0,0,
126957,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126958,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Solid Storage,0.0075,0.00525,0.00975,
126959,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Dry Lot,0.02,0.014,0.026,
126960,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Pasture/Range/Paddock,0.004,0.0028,0.0052,
126961,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Daily Spread,0,0,0,
126962,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Digester,0.0006,0.00042,0.00078,
126964,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Pit<1Month,0.002,0.0014,0.0026,
126965,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Pit>1Month,0.002,0.0014,0.0026,
126966,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Poultry Manure,0.001,0.0007,0.0013,
126967,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Deep Bedding,0.04,0.028,0.052,
126968,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Composting,0.0065,0.00455,0.00845,
126969,EmissionType object (2),Chicken Broiler,Default,Boreal,Moist,Aerobic Treatment,0.0075,0.00525,0.00975,
126970,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Lagoon,0,0,0,
126971,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Liquid/Slurry,0.003333333,0.002333333,0.004333333,
126972,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Solid Storage,0.0075,0.00525,0.00975,
126973,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Dry Lot,0.02,0.014,0.026,
126974,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Pasture/Range/Paddock,0.002,0.0014,0.0026,
126975,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Daily Spread,0,0,0,
126976,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Digester,0.0006,0.00042,0.00078,
126978,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Pit<1Month,0.002,0.0014,0.0026,
126979,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Pit>1Month,0.002,0.0014,0.0026,
126980,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Poultry Manure,0.001,0.0007,0.0013,
126981,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Deep Bedding,0.04,0.028,0.052,
126982,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Composting,0.0065,0.00455,0.00845,
126983,EmissionType object (2),Chicken Broiler,Default,Boreal,Dry,Aerobic Treatment,0.0075,0.00525,0.00975,
