id,climate,moisture,continent,land_use_type,value,value_min,value_max,"source: Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.2, 5.3, 5.9."
47685,Tropical,Wet,Western Africa,Flooded Rice,4.7,1.175,8.225,
47686,Tropical,Wet,Western Africa,Grassland,7.567,1.89175,13.24225,
47687,Tropical,Wet,Western Africa,Other Land (Non-Vegetated),0,#N/A,#N/A,
47688,Tropical,Wet,Western Africa,Settlement,0,#N/A,#N/A,
47689,Tropical,Wet,Western Africa,Agroforestry - Default,20.8875,5.221875,36.553125,
47690,Tropical,Wet,Western Africa,Alley Cropping,23.7,5.925,41.475,
47691,Tropical,Wet,Western Africa,Perennial Fallow,11.1,2.775,19.425,
47692,Tropical,Wet,Western Africa,Hedgerow,4.7,3.337,6.063,
47693,Tropical,Wet,Western Africa,Multistrata,32.5,8.125,56.875,
47694,Tropical,Wet,Western Africa,Parkland,5.9,1.475,10.325,
47695,Tropical,Wet,Western Africa,Shaded Perennial,24,6,42,
47696,Tropical,Wet,Western Africa,Silvoarable,36.1,9.025,63.175,
47697,Tropical,Wet,Western Africa,Silvopasture,29.1,7.275,50.925,
47698,Tropical,Wet,Western Africa,Other Land,1,#N/A,#N/A,
47699,Tropical,Wet,Western Africa,Tea,18.3,4.575,32.025,
47700,Tropical,Wet,Western Africa,Oil Palm,30,7.5,52.5,
47701,Tropical,Wet,Western Africa,Rubber,40.1,10.025,70.175,
47702,Tropical,Wet,Central Asia,Grains,4.7,1.175,8.225,
47703,Tropical,Wet,Central Asia,Maize,4.7,1.175,8.225,
47704,Tropical,Wet,Central Asia,Sugarcane,4.7,1.175,8.225,
47705,Tropical,Wet,Central Asia,Wheat,4.7,1.175,8.225,
47706,Tropical,Wet,Central Asia,Beans & Pulses,4.7,1.175,8.225,
47707,Tropical,Wet,Central Asia,Tubers,4.7,1.175,8.225,
47708,Tropical,Wet,Central Asia,Root Crops,4.7,1.175,8.225,
47709,Tropical,Wet,Central Asia,Barley,4.7,1.175,8.225,
47710,Tropical,Wet,Central Asia,Oats,4.7,1.175,8.225,
47711,Tropical,Wet,Central Asia,Millet,4.7,1.175,8.225,
47712,Tropical,Wet,Central Asia,Sorghum,4.7,1.175,8.225,
47713,Tropical,Wet,Central Asia,Rye,4.7,1.175,8.225,
47714,Tropical,Wet,Central Asia,Soybeans,4.7,1.175,8.225,
47715,Tropical,Wet,Central Asia,Dry Bean,4.7,1.175,8.225,
47716,Tropical,Wet,Central Asia,Potatoes,4.7,1.175,8.225,
47717,Tropical,Wet,Central Asia,Peanuts,4.7,1.175,8.225,
47718,Tropical,Wet,Central Asia,Vegetables,4.7,1.175,8.225,
47719,Tropical,Wet,Central Asia,Oilseeds,4.7,1.175,8.225,
47720,Tropical,Wet,Central Asia,Groundnuts,4.7,1.175,8.225,
47721,Tropical,Wet,Central Asia,Annual Cropland,4.7,1.175,8.225,
47722,Tropical,Wet,Central Asia,Set Aside,4.7,1.175,8.225,
47723,Tropical,Wet,Central Asia,Flooded Rice,4.7,1.175,8.225,
47724,Tropical,Wet,Central Asia,Grassland,7.567,1.89175,13.24225,
47725,Tropical,Wet,Central Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47726,Tropical,Wet,Central Asia,Settlement,0,#N/A,#N/A,
47727,Tropical,Wet,Central Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47728,Tropical,Wet,Central Asia,Alley Cropping,23.7,5.925,41.475,
47729,Tropical,Wet,Central Asia,Perennial Fallow,11.1,2.775,19.425,
47730,Tropical,Wet,Central Asia,Hedgerow,4.7,3.337,6.063,
47731,Tropical,Wet,Central Asia,Multistrata,32.5,8.125,56.875,
47732,Tropical,Wet,Central Asia,Parkland,5.9,1.475,10.325,
47733,Tropical,Wet,Central Asia,Shaded Perennial,24,6,42,
47734,Tropical,Wet,Central Asia,Silvoarable,36.1,9.025,63.175,
47735,Tropical,Wet,Central Asia,Silvopasture,29.1,7.275,50.925,
47736,Tropical,Wet,Central Asia,Other Land,1,#N/A,#N/A,
47737,Tropical,Wet,Central Asia,Tea,18.3,4.575,32.025,
47738,Tropical,Wet,Central Asia,Oil Palm,30,7.5,52.5,
47739,Tropical,Wet,Central Asia,Rubber,40.1,10.025,70.175,
47740,Tropical,Wet,Eastern Asia,Grains,4.7,1.175,8.225,
47741,Tropical,Wet,Eastern Asia,Maize,4.7,1.175,8.225,
47742,Tropical,Wet,Eastern Asia,Sugarcane,4.7,1.175,8.225,
47743,Tropical,Wet,Eastern Asia,Wheat,4.7,1.175,8.225,
47744,Tropical,Wet,Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
47745,Tropical,Wet,Eastern Asia,Tubers,4.7,1.175,8.225,
47746,Tropical,Wet,Eastern Asia,Root Crops,4.7,1.175,8.225,
47747,Tropical,Wet,Eastern Asia,Barley,4.7,1.175,8.225,
47748,Tropical,Wet,Eastern Asia,Oats,4.7,1.175,8.225,
47749,Tropical,Wet,Eastern Asia,Millet,4.7,1.175,8.225,
47750,Tropical,Wet,Eastern Asia,Sorghum,4.7,1.175,8.225,
47751,Tropical,Wet,Eastern Asia,Rye,4.7,1.175,8.225,
47752,Tropical,Wet,Eastern Asia,Soybeans,4.7,1.175,8.225,
47753,Tropical,Wet,Eastern Asia,Dry Bean,4.7,1.175,8.225,
47754,Tropical,Wet,Eastern Asia,Potatoes,4.7,1.175,8.225,
47755,Tropical,Wet,Eastern Asia,Peanuts,4.7,1.175,8.225,
47756,Tropical,Wet,Eastern Asia,Vegetables,4.7,1.175,8.225,
47757,Tropical,Wet,Eastern Asia,Oilseeds,4.7,1.175,8.225,
47758,Tropical,Wet,Eastern Asia,Groundnuts,4.7,1.175,8.225,
47759,Tropical,Wet,Eastern Asia,Annual Cropland,4.7,1.175,8.225,
47760,Tropical,Wet,Eastern Asia,Set Aside,4.7,1.175,8.225,
47761,Tropical,Wet,Eastern Asia,Flooded Rice,4.7,1.175,8.225,
47762,Tropical,Wet,Eastern Asia,Grassland,7.567,1.89175,13.24225,
47763,Tropical,Wet,Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47764,Tropical,Wet,Eastern Asia,Settlement,0,#N/A,#N/A,
47765,Tropical,Wet,Eastern Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47766,Tropical,Wet,Eastern Asia,Alley Cropping,23.7,5.925,41.475,
47767,Tropical,Wet,Eastern Asia,Perennial Fallow,11.1,2.775,19.425,
47768,Tropical,Wet,Eastern Asia,Hedgerow,4.7,3.337,6.063,
47769,Tropical,Wet,Eastern Asia,Multistrata,32.5,8.125,56.875,
47770,Tropical,Wet,Eastern Asia,Parkland,5.9,1.475,10.325,
47771,Tropical,Wet,Eastern Asia,Shaded Perennial,24,6,42,
47772,Tropical,Wet,Eastern Asia,Silvoarable,36.1,9.025,63.175,
47773,Tropical,Wet,Eastern Asia,Silvopasture,29.1,7.275,50.925,
47774,Tropical,Wet,Eastern Asia,Other Land,1,#N/A,#N/A,
47775,Tropical,Wet,Eastern Asia,Tea,18.3,4.575,32.025,
47776,Tropical,Wet,Eastern Asia,Oil Palm,30,7.5,52.5,
47777,Tropical,Wet,Eastern Asia,Rubber,40.1,10.025,70.175,
47778,Tropical,Wet,South-Eastern Asia,Grains,4.7,1.175,8.225,
47779,Tropical,Wet,South-Eastern Asia,Maize,4.7,1.175,8.225,
47780,Tropical,Wet,South-Eastern Asia,Sugarcane,4.7,1.175,8.225,
47781,Tropical,Wet,South-Eastern Asia,Wheat,4.7,1.175,8.225,
47782,Tropical,Wet,South-Eastern Asia,Beans & Pulses,4.7,1.175,8.225,
47783,Tropical,Wet,South-Eastern Asia,Tubers,4.7,1.175,8.225,
47784,Tropical,Wet,South-Eastern Asia,Root Crops,4.7,1.175,8.225,
47785,Tropical,Wet,South-Eastern Asia,Barley,4.7,1.175,8.225,
47786,Tropical,Wet,South-Eastern Asia,Oats,4.7,1.175,8.225,
47787,Tropical,Wet,South-Eastern Asia,Millet,4.7,1.175,8.225,
47788,Tropical,Wet,South-Eastern Asia,Sorghum,4.7,1.175,8.225,
47789,Tropical,Wet,South-Eastern Asia,Rye,4.7,1.175,8.225,
47790,Tropical,Wet,South-Eastern Asia,Soybeans,4.7,1.175,8.225,
47791,Tropical,Wet,South-Eastern Asia,Dry Bean,4.7,1.175,8.225,
47792,Tropical,Wet,South-Eastern Asia,Potatoes,4.7,1.175,8.225,
47793,Tropical,Wet,South-Eastern Asia,Peanuts,4.7,1.175,8.225,
47794,Tropical,Wet,South-Eastern Asia,Vegetables,4.7,1.175,8.225,
47795,Tropical,Wet,South-Eastern Asia,Oilseeds,4.7,1.175,8.225,
47796,Tropical,Wet,South-Eastern Asia,Groundnuts,4.7,1.175,8.225,
47797,Tropical,Wet,South-Eastern Asia,Annual Cropland,4.7,1.175,8.225,
47798,Tropical,Wet,South-Eastern Asia,Set Aside,4.7,1.175,8.225,
47799,Tropical,Wet,South-Eastern Asia,Flooded Rice,4.7,1.175,8.225,
47800,Tropical,Wet,South-Eastern Asia,Grassland,7.567,1.89175,13.24225,
47801,Tropical,Wet,South-Eastern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47802,Tropical,Wet,South-Eastern Asia,Settlement,0,#N/A,#N/A,
47803,Tropical,Wet,South-Eastern Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47804,Tropical,Wet,South-Eastern Asia,Alley Cropping,23.7,5.925,41.475,
47805,Tropical,Wet,South-Eastern Asia,Perennial Fallow,11.1,2.775,19.425,
47806,Tropical,Wet,South-Eastern Asia,Hedgerow,4.7,3.337,6.063,
47807,Tropical,Wet,South-Eastern Asia,Multistrata,32.5,8.125,56.875,
47808,Tropical,Wet,South-Eastern Asia,Parkland,5.9,1.475,10.325,
47809,Tropical,Wet,South-Eastern Asia,Shaded Perennial,24,6,42,
47810,Tropical,Wet,South-Eastern Asia,Silvoarable,36.1,9.025,63.175,
47811,Tropical,Wet,South-Eastern Asia,Silvopasture,29.1,7.275,50.925,
47812,Tropical,Wet,South-Eastern Asia,Other Land,1,#N/A,#N/A,
47813,Tropical,Wet,South-Eastern Asia,Tea,18.3,4.575,32.025,
47814,Tropical,Wet,South-Eastern Asia,Oil Palm,30,7.5,52.5,
47815,Tropical,Wet,South-Eastern Asia,Rubber,40.1,10.025,70.175,
47816,Tropical,Wet,Southern Asia,Grains,4.7,1.175,8.225,
47817,Tropical,Wet,Southern Asia,Maize,4.7,1.175,8.225,
47818,Tropical,Wet,Southern Asia,Sugarcane,4.7,1.175,8.225,
47819,Tropical,Wet,Southern Asia,Wheat,4.7,1.175,8.225,
47820,Tropical,Wet,Southern Asia,Beans & Pulses,4.7,1.175,8.225,
47821,Tropical,Wet,Southern Asia,Tubers,4.7,1.175,8.225,
47822,Tropical,Wet,Southern Asia,Root Crops,4.7,1.175,8.225,
47823,Tropical,Wet,Southern Asia,Barley,4.7,1.175,8.225,
47824,Tropical,Wet,Southern Asia,Oats,4.7,1.175,8.225,
47825,Tropical,Wet,Southern Asia,Millet,4.7,1.175,8.225,
47826,Tropical,Wet,Southern Asia,Sorghum,4.7,1.175,8.225,
47827,Tropical,Wet,Southern Asia,Rye,4.7,1.175,8.225,
47828,Tropical,Wet,Southern Asia,Soybeans,4.7,1.175,8.225,
47829,Tropical,Wet,Southern Asia,Dry Bean,4.7,1.175,8.225,
47830,Tropical,Wet,Southern Asia,Potatoes,4.7,1.175,8.225,
47831,Tropical,Wet,Southern Asia,Peanuts,4.7,1.175,8.225,
47832,Tropical,Wet,Southern Asia,Vegetables,4.7,1.175,8.225,
47833,Tropical,Wet,Southern Asia,Oilseeds,4.7,1.175,8.225,
47834,Tropical,Wet,Southern Asia,Groundnuts,4.7,1.175,8.225,
47835,Tropical,Wet,Southern Asia,Annual Cropland,4.7,1.175,8.225,
47836,Tropical,Wet,Southern Asia,Set Aside,4.7,1.175,8.225,
47837,Tropical,Wet,Southern Asia,Flooded Rice,4.7,1.175,8.225,
47838,Tropical,Wet,Southern Asia,Grassland,7.567,1.89175,13.24225,
47839,Tropical,Wet,Southern Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47840,Tropical,Wet,Southern Asia,Settlement,0,#N/A,#N/A,
47841,Tropical,Wet,Southern Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47842,Tropical,Wet,Southern Asia,Alley Cropping,23.7,5.925,41.475,
47843,Tropical,Wet,Southern Asia,Perennial Fallow,11.1,2.775,19.425,
47844,Tropical,Wet,Southern Asia,Hedgerow,4.7,3.337,6.063,
47845,Tropical,Wet,Southern Asia,Multistrata,32.5,8.125,56.875,
47846,Tropical,Wet,Southern Asia,Parkland,5.9,1.475,10.325,
47847,Tropical,Wet,Southern Asia,Shaded Perennial,24,6,42,
47848,Tropical,Wet,Southern Asia,Silvoarable,36.1,9.025,63.175,
47849,Tropical,Wet,Southern Asia,Silvopasture,29.1,7.275,50.925,
47850,Tropical,Wet,Southern Asia,Other Land,1,#N/A,#N/A,
47851,Tropical,Wet,Southern Asia,Tea,18.3,4.575,32.025,
47852,Tropical,Wet,Southern Asia,Oil Palm,30,7.5,52.5,
47853,Tropical,Wet,Southern Asia,Rubber,40.1,10.025,70.175,
47854,Tropical,Wet,Western Asia,Grains,4.7,1.175,8.225,
47855,Tropical,Wet,Western Asia,Maize,4.7,1.175,8.225,
47856,Tropical,Wet,Western Asia,Sugarcane,4.7,1.175,8.225,
47857,Tropical,Wet,Western Asia,Wheat,4.7,1.175,8.225,
47858,Tropical,Wet,Western Asia,Beans & Pulses,4.7,1.175,8.225,
47859,Tropical,Wet,Western Asia,Tubers,4.7,1.175,8.225,
47860,Tropical,Wet,Western Asia,Root Crops,4.7,1.175,8.225,
47861,Tropical,Wet,Western Asia,Barley,4.7,1.175,8.225,
47862,Tropical,Wet,Western Asia,Oats,4.7,1.175,8.225,
47863,Tropical,Wet,Western Asia,Millet,4.7,1.175,8.225,
47864,Tropical,Wet,Western Asia,Sorghum,4.7,1.175,8.225,
47865,Tropical,Wet,Western Asia,Rye,4.7,1.175,8.225,
47866,Tropical,Wet,Western Asia,Soybeans,4.7,1.175,8.225,
47867,Tropical,Wet,Western Asia,Dry Bean,4.7,1.175,8.225,
47868,Tropical,Wet,Western Asia,Potatoes,4.7,1.175,8.225,
47869,Tropical,Wet,Western Asia,Peanuts,4.7,1.175,8.225,
47870,Tropical,Wet,Western Asia,Vegetables,4.7,1.175,8.225,
47871,Tropical,Wet,Western Asia,Oilseeds,4.7,1.175,8.225,
47872,Tropical,Wet,Western Asia,Groundnuts,4.7,1.175,8.225,
47873,Tropical,Wet,Western Asia,Annual Cropland,4.7,1.175,8.225,
47874,Tropical,Wet,Western Asia,Set Aside,4.7,1.175,8.225,
47875,Tropical,Wet,Western Asia,Flooded Rice,4.7,1.175,8.225,
47876,Tropical,Wet,Western Asia,Grassland,7.567,1.89175,13.24225,
47877,Tropical,Wet,Western Asia,Other Land (Non-Vegetated),0,#N/A,#N/A,
47878,Tropical,Wet,Western Asia,Settlement,0,#N/A,#N/A,
47879,Tropical,Wet,Western Asia,Agroforestry - Default,20.8875,5.221875,36.553125,
47880,Tropical,Wet,Western Asia,Alley Cropping,23.7,5.925,41.475,
47881,Tropical,Wet,Western Asia,Perennial Fallow,11.1,2.775,19.425,
47882,Tropical,Wet,Western Asia,Hedgerow,4.7,3.337,6.063,
47883,Tropical,Wet,Western Asia,Multistrata,32.5,8.125,56.875,
47884,Tropical,Wet,Western Asia,Parkland,5.9,1.475,10.325,
47885,Tropical,Wet,Western Asia,Shaded Perennial,24,6,42,
47886,Tropical,Wet,Western Asia,Silvoarable,36.1,9.025,63.175,
47887,Tropical,Wet,Western Asia,Silvopasture,29.1,7.275,50.925,
47888,Tropical,Wet,Western Asia,Other Land,1,#N/A,#N/A,
47889,Tropical,Wet,Western Asia,Tea,18.3,4.575,32.025,
47890,Tropical,Wet,Western Asia,Oil Palm,30,7.5,52.5,
47891,Tropical,Wet,Western Asia,Rubber,40.1,10.025,70.175,
47892,Tropical,Wet,Europe,Grains,4.7,1.175,8.225,
47893,Tropical,Wet,Europe,Maize,4.7,1.175,8.225,
47894,Tropical,Wet,Europe,Sugarcane,4.7,1.175,8.225,
47895,Tropical,Wet,Europe,Wheat,4.7,1.175,8.225,
47896,Tropical,Wet,Europe,Beans & Pulses,4.7,1.175,8.225,
47897,Tropical,Wet,Europe,Tubers,4.7,1.175,8.225,
47898,Tropical,Wet,Europe,Root Crops,4.7,1.175,8.225,
47899,Tropical,Wet,Europe,Barley,4.7,1.175,8.225,
47900,Tropical,Wet,Europe,Oats,4.7,1.175,8.225,
47901,Tropical,Wet,Europe,Millet,4.7,1.175,8.225,
47902,Tropical,Wet,Europe,Sorghum,4.7,1.175,8.225,
47903,Tropical,Wet,Europe,Rye,4.7,1.175,8.225,
47904,Tropical,Wet,Europe,Soybeans,4.7,1.175,8.225,
47905,Tropical,Wet,Europe,Dry Bean,4.7,1.175,8.225,
47906,Tropical,Wet,Europe,Potatoes,4.7,1.175,8.225,
47907,Tropical,Wet,Europe,Peanuts,4.7,1.175,8.225,
47908,Tropical,Wet,Europe,Vegetables,4.7,1.175,8.225,
47909,Tropical,Wet,Europe,Oilseeds,4.7,1.175,8.225,
47910,Tropical,Wet,Europe,Groundnuts,4.7,1.175,8.225,
47911,Tropical,Wet,Europe,Annual Cropland,4.7,1.175,8.225,
47912,Tropical,Wet,Europe,Set Aside,4.7,1.175,8.225,
47913,Tropical,Wet,Europe,Flooded Rice,4.7,1.175,8.225,
47914,Tropical,Wet,Europe,Grassland,7.567,1.89175,13.24225,
47915,Tropical,Wet,Europe,Other Land (Non-Vegetated),0,#N/A,#N/A,
47916,Tropical,Wet,Europe,Settlement,0,#N/A,#N/A,
47917,Tropical,Wet,Europe,Agroforestry - Default,20.8875,5.221875,36.553125,
47918,Tropical,Wet,Europe,Alley Cropping,23.7,5.925,41.475,
47919,Tropical,Wet,Europe,Perennial Fallow,11.1,2.775,19.425,
47920,Tropical,Wet,Europe,Hedgerow,4.7,3.337,6.063,
47921,Tropical,Wet,Europe,Multistrata,32.5,8.125,56.875,
47922,Tropical,Wet,Europe,Parkland,5.9,1.475,10.325,
47923,Tropical,Wet,Europe,Shaded Perennial,24,6,42,
47924,Tropical,Wet,Europe,Silvoarable,36.1,9.025,63.175,
47925,Tropical,Wet,Europe,Silvopasture,29.1,7.275,50.925,
47926,Tropical,Wet,Europe,Other Land,1,#N/A,#N/A,
47927,Tropical,Wet,Europe,Tea,18.3,4.575,32.025,
47928,Tropical,Wet,Europe,Oil Palm,30,7.5,52.5,
47929,Tropical,Wet,Europe,Rubber,40.1,10.025,70.175,
47930,Tropical,Wet,Oceania,Grains,4.7,1.175,8.225,
47931,Tropical,Wet,Oceania,Maize,4.7,1.175,8.225,
47932,Tropical,Wet,Oceania,Sugarcane,4.7,1.175,8.225,
47933,Tropical,Wet,Oceania,Wheat,4.7,1.175,8.225,
47934,Tropical,Wet,Oceania,Beans & Pulses,4.7,1.175,8.225,
47935,Tropical,Wet,Oceania,Tubers,4.7,1.175,8.225,
47936,Tropical,Wet,Oceania,Root Crops,4.7,1.175,8.225,
47937,Tropical,Wet,Oceania,Barley,4.7,1.175,8.225,
47938,Tropical,Wet,Oceania,Oats,4.7,1.175,8.225,
47939,Tropical,Wet,Oceania,Millet,4.7,1.175,8.225,
47940,Tropical,Wet,Oceania,Sorghum,4.7,1.175,8.225,
47941,Tropical,Wet,Oceania,Rye,4.7,1.175,8.225,
47942,Tropical,Wet,Oceania,Soybeans,4.7,1.175,8.225,
47943,Tropical,Wet,Oceania,Dry Bean,4.7,1.175,8.225,
47944,Tropical,Wet,Oceania,Potatoes,4.7,1.175,8.225,
47945,Tropical,Wet,Oceania,Peanuts,4.7,1.175,8.225,
47946,Tropical,Wet,Oceania,Vegetables,4.7,1.175,8.225,
47947,Tropical,Wet,Oceania,Oilseeds,4.7,1.175,8.225,
47948,Tropical,Wet,Oceania,Groundnuts,4.7,1.175,8.225,
47949,Tropical,Wet,Oceania,Annual Cropland,4.7,1.175,8.225,
47950,Tropical,Wet,Oceania,Set Aside,4.7,1.175,8.225,
47951,Tropical,Wet,Oceania,Flooded Rice,4.7,1.175,8.225,
47952,Tropical,Wet,Oceania,Grassland,7.567,1.89175,13.24225,
47953,Tropical,Wet,Oceania,Other Land (Non-Vegetated),0,#N/A,#N/A,
47954,Tropical,Wet,Oceania,Settlement,0,#N/A,#N/A,
47955,Tropical,Wet,Oceania,Agroforestry - Default,20.8875,5.221875,36.553125,
47956,Tropical,Wet,Oceania,Alley Cropping,23.7,5.925,41.475,
47957,Tropical,Wet,Oceania,Perennial Fallow,11.1,2.775,19.425,
47958,Tropical,Wet,Oceania,Hedgerow,4.7,3.337,6.063,
47959,Tropical,Wet,Oceania,Multistrata,32.5,8.125,56.875,
47960,Tropical,Wet,Oceania,Parkland,5.9,1.475,10.325,
47961,Tropical,Wet,Oceania,Shaded Perennial,24,6,42,
47962,Tropical,Wet,Oceania,Silvoarable,36.1,9.025,63.175,
47963,Tropical,Wet,Oceania,Silvopasture,29.1,7.275,50.925,
47964,Tropical,Wet,Oceania,Other Land,1,#N/A,#N/A,
47965,Tropical,Wet,Oceania,Tea,18.3,4.575,32.025,
47966,Tropical,Wet,Oceania,Oil Palm,30,7.5,52.5,
47967,Tropical,Wet,Oceania,Rubber,40.1,10.025,70.175,
47968,Tropical,Wet,North America,Grains,4.7,1.175,8.225,
47969,Tropical,Wet,North America,Maize,4.7,1.175,8.225,
47970,Tropical,Wet,North America,Sugarcane,4.7,1.175,8.225,
47971,Tropical,Wet,North America,Wheat,4.7,1.175,8.225,
47972,Tropical,Wet,North America,Beans & Pulses,4.7,1.175,8.225,
47973,Tropical,Wet,North America,Tubers,4.7,1.175,8.225,
47974,Tropical,Wet,North America,Root Crops,4.7,1.175,8.225,
47975,Tropical,Wet,North America,Barley,4.7,1.175,8.225,
47976,Tropical,Wet,North America,Oats,4.7,1.175,8.225,
47977,Tropical,Wet,North America,Millet,4.7,1.175,8.225,
47978,Tropical,Wet,North America,Sorghum,4.7,1.175,8.225,
47979,Tropical,Wet,North America,Rye,4.7,1.175,8.225,
47980,Tropical,Wet,North America,Soybeans,4.7,1.175,8.225,
47981,Tropical,Wet,North America,Dry Bean,4.7,1.175,8.225,
47982,Tropical,Wet,North America,Potatoes,4.7,1.175,8.225,
47983,Tropical,Wet,North America,Peanuts,4.7,1.175,8.225,
47984,Tropical,Wet,North America,Vegetables,4.7,1.175,8.225,
47985,Tropical,Wet,North America,Oilseeds,4.7,1.175,8.225,
47986,Tropical,Wet,North America,Groundnuts,4.7,1.175,8.225,
47987,Tropical,Wet,North America,Annual Cropland,4.7,1.175,8.225,
47988,Tropical,Wet,North America,Set Aside,4.7,1.175,8.225,
47989,Tropical,Wet,North America,Flooded Rice,4.7,1.175,8.225,
47990,Tropical,Wet,North America,Grassland,7.567,1.89175,13.24225,
47991,Tropical,Wet,North America,Other Land (Non-Vegetated),0,#N/A,#N/A,
47992,Tropical,Wet,North America,Settlement,0,#N/A,#N/A,
47993,Tropical,Wet,North America,Agroforestry - Default,20.8875,5.221875,36.553125,
47994,Tropical,Wet,North America,Alley Cropping,23.7,5.925,41.475,
47995,Tropical,Wet,North America,Perennial Fallow,11.1,2.775,19.425,
47996,Tropical,Wet,North America,Hedgerow,4.7,3.337,6.063,
47997,Tropical,Wet,North America,Multistrata,32.5,8.125,56.875,
47998,Tropical,Wet,North America,Parkland,5.9,1.475,10.325,
47999,Tropical,Wet,North America,Shaded Perennial,24,6,42,
48000,Tropical,Wet,North America,Silvoarable,36.1,9.025,63.175,
48001,Tropical,Wet,North America,Silvopasture,29.1,7.275,50.925,
48002,Tropical,Wet,North America,Other Land,1,#N/A,#N/A,
48003,Tropical,Wet,North America,Tea,18.3,4.575,32.025,
48004,Tropical,Wet,North America,Oil Palm,30,7.5,52.5,
48005,Tropical,Wet,North America,Rubber,40.1,10.025,70.175,
48006,Tropical,Wet,South America,Grains,4.7,1.175,8.225,
48007,Tropical,Wet,South America,Maize,4.7,1.175,8.225,
48008,Tropical,Wet,South America,Sugarcane,4.7,1.175,8.225,
48009,Tropical,Wet,South America,Wheat,4.7,1.175,8.225,
48010,Tropical,Wet,South America,Beans & Pulses,4.7,1.175,8.225,
48011,Tropical,Wet,South America,Tubers,4.7,1.175,8.225,
48012,Tropical,Wet,South America,Root Crops,4.7,1.175,8.225,
48013,Tropical,Wet,South America,Barley,4.7,1.175,8.225,
48014,Tropical,Wet,South America,Oats,4.7,1.175,8.225,
48015,Tropical,Wet,South America,Millet,4.7,1.175,8.225,
48016,Tropical,Wet,South America,Sorghum,4.7,1.175,8.225,
48017,Tropical,Wet,South America,Rye,4.7,1.175,8.225,
48018,Tropical,Wet,South America,Soybeans,4.7,1.175,8.225,
48019,Tropical,Wet,South America,Dry Bean,4.7,1.175,8.225,
48020,Tropical,Wet,South America,Potatoes,4.7,1.175,8.225,
48021,Tropical,Wet,South America,Peanuts,4.7,1.175,8.225,
48022,Tropical,Wet,South America,Vegetables,4.7,1.175,8.225,
48023,Tropical,Wet,South America,Oilseeds,4.7,1.175,8.225,
48024,Tropical,Wet,South America,Groundnuts,4.7,1.175,8.225,
48025,Tropical,Wet,South America,Annual Cropland,4.7,1.175,8.225,
48026,Tropical,Wet,South America,Set Aside,4.7,1.175,8.225,
48027,Tropical,Wet,South America,Flooded Rice,4.7,1.175,8.225,
48028,Tropical,Wet,South America,Grassland,7.567,1.89175,13.24225,
48029,Tropical,Wet,South America,Other Land (Non-Vegetated),0,#N/A,#N/A,
48030,Tropical,Wet,South America,Settlement,0,#N/A,#N/A,
48031,Tropical,Wet,South America,Agroforestry - Default,20.8875,5.221875,36.553125,
48032,Tropical,Wet,South America,Alley Cropping,23.7,5.925,41.475,
48033,Tropical,Wet,South America,Perennial Fallow,11.1,2.775,19.425,
48034,Tropical,Wet,South America,Hedgerow,4.7,3.337,6.063,
48035,Tropical,Wet,South America,Multistrata,32.5,8.125,56.875,
48036,Tropical,Wet,South America,Parkland,5.9,1.475,10.325,
48037,Tropical,Wet,South America,Shaded Perennial,24,6,42,
48038,Tropical,Wet,South America,Silvoarable,36.1,9.025,63.175,
48039,Tropical,Wet,South America,Silvopasture,29.1,7.275,50.925,
48040,Tropical,Wet,South America,Other Land,1,#N/A,#N/A,
48041,Tropical,Wet,South America,Tea,18.3,4.575,32.025,
48042,Tropical,Wet,South America,Oil Palm,30,7.5,52.5,
48043,Tropical,Wet,South America,Rubber,40.1,10.025,70.175,
48044,Tropical,Wet,Central America,Grains,4.7,1.175,8.225,
48045,Tropical,Wet,Central America,Maize,4.7,1.175,8.225,
48046,Tropical,Wet,Central America,Sugarcane,4.7,1.175,8.225,
48047,Tropical,Wet,Central America,Wheat,4.7,1.175,8.225,
48048,Tropical,Wet,Central America,Beans & Pulses,4.7,1.175,8.225,
48049,Tropical,Wet,Central America,Tubers,4.7,1.175,8.225,
48050,Tropical,Wet,Central America,Root Crops,4.7,1.175,8.225,
48051,Tropical,Wet,Central America,Barley,4.7,1.175,8.225,
48052,Tropical,Wet,Central America,Oats,4.7,1.175,8.225,
48053,Tropical,Wet,Central America,Millet,4.7,1.175,8.225,
48054,Tropical,Wet,Central America,Sorghum,4.7,1.175,8.225,
48055,Tropical,Wet,Central America,Rye,4.7,1.175,8.225,
48056,Tropical,Wet,Central America,Soybeans,4.7,1.175,8.225,
48057,Tropical,Wet,Central America,Dry Bean,4.7,1.175,8.225,
48058,Tropical,Wet,Central America,Potatoes,4.7,1.175,8.225,
48059,Tropical,Wet,Central America,Peanuts,4.7,1.175,8.225,
