id,summary,climate,moisture,continent,land_use_type,value (original),totalbiomass,totalbiomass_min,totalbiomass_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, tables 5.1, 5.2, 5.3, 5.9, and Source: 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2006), Volume 4 AFOLU, table 6.4.",,,
,Cool Temperate | Dry | Eastern Africa | Grains,Cool Temperate,Dry,Eastern Africa,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Eastern Asia | Flooded Rice,Tropical,Wet,Eastern Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Eastern Asia | Grassland,Tropical,Wet,Eastern Asia,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | Eastern Asia | Other Land (Non-Vegetated),Tropical,Wet,Eastern Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | Eastern Asia | Settlement,Tropical,Wet,Eastern Asia,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Eastern Asia | Agroforestry - Default,Tropical,Wet,Eastern Asia,Agroforestry - Default,2.36375,2.36375,0.9396875,3.7878125,,,,
,Tropical | Wet | Eastern Asia | Alley Cropping,Tropical,Wet,Eastern Asia,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | Eastern Asia | Perennial Fallow,Tropical,Wet,Eastern Asia,Perennial Fallow,2.48,2.48,0.98,3.98,,,,
,Tropical | Wet | Eastern Asia | Hedgerow,Tropical,Wet,Eastern Asia,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | Eastern Asia | Multistrata,Tropical,Wet,Eastern Asia,Multistrata,5.99,5.99,3.575,8.405,,,,
,Tropical | Wet | Eastern Asia | Parkland,Tropical,Wet,Eastern Asia,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | Eastern Asia | Shaded Perennial,Tropical,Wet,Eastern Asia,Shaded Perennial,2.21,2.21,0.8675,3.5525,,,,
,Tropical | Wet | Eastern Asia | Silvoarable,Tropical,Wet,Eastern Asia,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | Eastern Asia | Silvopasture,Tropical,Wet,Eastern Asia,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | Eastern Asia | Other Land,Tropical,Wet,Eastern Asia,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Eastern Asia | Olive,Tropical,Wet,Eastern Asia,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Eastern Asia | Orchard,Tropical,Wet,Eastern Asia,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Eastern Asia | Short Rotation Coppice,Tropical,Wet,Eastern Asia,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Eastern Asia | Tea,Tropical,Wet,Eastern Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | Eastern Asia | Vine,Tropical,Wet,Eastern Asia,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Eastern Asia | Oil Palm,Tropical,Wet,Eastern Asia,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | Eastern Asia | Rubber,Tropical,Wet,Eastern Asia,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | South-Eastern Asia | Grains,Tropical,Wet,South-Eastern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Maize,Tropical,Wet,South-Eastern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Sugarcane,Tropical,Wet,South-Eastern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Wheat,Tropical,Wet,South-Eastern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Beans & Pulses,Tropical,Wet,South-Eastern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Tubers,Tropical,Wet,South-Eastern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Root Crops,Tropical,Wet,South-Eastern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Barley,Tropical,Wet,South-Eastern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Oats,Tropical,Wet,South-Eastern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Millet,Tropical,Wet,South-Eastern Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Sorghum,Tropical,Wet,South-Eastern Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Rye,Tropical,Wet,South-Eastern Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Soybeans,Tropical,Wet,South-Eastern Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Dry Bean,Tropical,Wet,South-Eastern Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Potatoes,Tropical,Wet,South-Eastern Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Peanuts,Tropical,Wet,South-Eastern Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Vegetables,Tropical,Wet,South-Eastern Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Oilseeds,Tropical,Wet,South-Eastern Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Groundnuts,Tropical,Wet,South-Eastern Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Annual Cropland,Tropical,Wet,South-Eastern Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Set Aside,Tropical,Wet,South-Eastern Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Flooded Rice,Tropical,Wet,South-Eastern Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | South-Eastern Asia | Grassland,Tropical,Wet,South-Eastern Asia,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | South-Eastern Asia | Other Land (Non-Vegetated),Tropical,Wet,South-Eastern Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | South-Eastern Asia | Settlement,Tropical,Wet,South-Eastern Asia,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South-Eastern Asia | Agroforestry - Default,Tropical,Wet,South-Eastern Asia,Agroforestry - Default,2.36375,2.36375,0.9396875,3.7878125,,,,
,Tropical | Wet | South-Eastern Asia | Alley Cropping,Tropical,Wet,South-Eastern Asia,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | South-Eastern Asia | Perennial Fallow,Tropical,Wet,South-Eastern Asia,Perennial Fallow,2.48,2.48,0.98,3.98,,,,
,Tropical | Wet | South-Eastern Asia | Hedgerow,Tropical,Wet,South-Eastern Asia,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | South-Eastern Asia | Multistrata,Tropical,Wet,South-Eastern Asia,Multistrata,5.99,5.99,3.575,8.405,,,,
,Tropical | Wet | South-Eastern Asia | Parkland,Tropical,Wet,South-Eastern Asia,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | South-Eastern Asia | Shaded Perennial,Tropical,Wet,South-Eastern Asia,Shaded Perennial,2.21,2.21,0.8675,3.5525,,,,
,Tropical | Wet | South-Eastern Asia | Silvoarable,Tropical,Wet,South-Eastern Asia,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | South-Eastern Asia | Silvopasture,Tropical,Wet,South-Eastern Asia,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | South-Eastern Asia | Other Land,Tropical,Wet,South-Eastern Asia,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South-Eastern Asia | Olive,Tropical,Wet,South-Eastern Asia,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South-Eastern Asia | Orchard,Tropical,Wet,South-Eastern Asia,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South-Eastern Asia | Short Rotation Coppice,Tropical,Wet,South-Eastern Asia,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South-Eastern Asia | Tea,Tropical,Wet,South-Eastern Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | South-Eastern Asia | Vine,Tropical,Wet,South-Eastern Asia,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | South-Eastern Asia | Oil Palm,Tropical,Wet,South-Eastern Asia,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | South-Eastern Asia | Rubber,Tropical,Wet,South-Eastern Asia,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | Southern Asia | Grains,Tropical,Wet,Southern Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Maize,Tropical,Wet,Southern Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Sugarcane,Tropical,Wet,Southern Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Wheat,Tropical,Wet,Southern Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Beans & Pulses,Tropical,Wet,Southern Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Tubers,Tropical,Wet,Southern Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Root Crops,Tropical,Wet,Southern Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Barley,Tropical,Wet,Southern Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Oats,Tropical,Wet,Southern Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Millet,Tropical,Wet,Southern Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Sorghum,Tropical,Wet,Southern Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Rye,Tropical,Wet,Southern Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Soybeans,Tropical,Wet,Southern Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Dry Bean,Tropical,Wet,Southern Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Potatoes,Tropical,Wet,Southern Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Peanuts,Tropical,Wet,Southern Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Vegetables,Tropical,Wet,Southern Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Oilseeds,Tropical,Wet,Southern Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Groundnuts,Tropical,Wet,Southern Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Annual Cropland,Tropical,Wet,Southern Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Set Aside,Tropical,Wet,Southern Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Flooded Rice,Tropical,Wet,Southern Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Southern Asia | Grassland,Tropical,Wet,Southern Asia,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | Southern Asia | Other Land (Non-Vegetated),Tropical,Wet,Southern Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | Southern Asia | Settlement,Tropical,Wet,Southern Asia,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Southern Asia | Agroforestry - Default,Tropical,Wet,Southern Asia,Agroforestry - Default,2.36375,2.36375,0.9396875,3.7878125,,,,
,Tropical | Wet | Southern Asia | Alley Cropping,Tropical,Wet,Southern Asia,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | Southern Asia | Perennial Fallow,Tropical,Wet,Southern Asia,Perennial Fallow,2.48,2.48,0.98,3.98,,,,
,Tropical | Wet | Southern Asia | Hedgerow,Tropical,Wet,Southern Asia,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | Southern Asia | Multistrata,Tropical,Wet,Southern Asia,Multistrata,5.99,5.99,3.575,8.405,,,,
,Tropical | Wet | Southern Asia | Parkland,Tropical,Wet,Southern Asia,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | Southern Asia | Shaded Perennial,Tropical,Wet,Southern Asia,Shaded Perennial,2.21,2.21,0.8675,3.5525,,,,
,Tropical | Wet | Southern Asia | Silvoarable,Tropical,Wet,Southern Asia,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | Southern Asia | Silvopasture,Tropical,Wet,Southern Asia,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | Southern Asia | Other Land,Tropical,Wet,Southern Asia,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Southern Asia | Olive,Tropical,Wet,Southern Asia,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Southern Asia | Orchard,Tropical,Wet,Southern Asia,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Southern Asia | Short Rotation Coppice,Tropical,Wet,Southern Asia,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Southern Asia | Tea,Tropical,Wet,Southern Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | Southern Asia | Vine,Tropical,Wet,Southern Asia,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Southern Asia | Oil Palm,Tropical,Wet,Southern Asia,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | Southern Asia | Rubber,Tropical,Wet,Southern Asia,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | Western Asia | Grains,Tropical,Wet,Western Asia,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Maize,Tropical,Wet,Western Asia,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Sugarcane,Tropical,Wet,Western Asia,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Wheat,Tropical,Wet,Western Asia,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Beans & Pulses,Tropical,Wet,Western Asia,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Tubers,Tropical,Wet,Western Asia,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Root Crops,Tropical,Wet,Western Asia,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Barley,Tropical,Wet,Western Asia,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Oats,Tropical,Wet,Western Asia,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Millet,Tropical,Wet,Western Asia,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Sorghum,Tropical,Wet,Western Asia,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Rye,Tropical,Wet,Western Asia,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Soybeans,Tropical,Wet,Western Asia,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Dry Bean,Tropical,Wet,Western Asia,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Potatoes,Tropical,Wet,Western Asia,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Peanuts,Tropical,Wet,Western Asia,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Vegetables,Tropical,Wet,Western Asia,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Oilseeds,Tropical,Wet,Western Asia,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Groundnuts,Tropical,Wet,Western Asia,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Annual Cropland,Tropical,Wet,Western Asia,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Set Aside,Tropical,Wet,Western Asia,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Flooded Rice,Tropical,Wet,Western Asia,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Western Asia | Grassland,Tropical,Wet,Western Asia,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | Western Asia | Other Land (Non-Vegetated),Tropical,Wet,Western Asia,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | Western Asia | Settlement,Tropical,Wet,Western Asia,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Western Asia | Agroforestry - Default,Tropical,Wet,Western Asia,Agroforestry - Default,2.36375,2.36375,0.9396875,3.7878125,,,,
,Tropical | Wet | Western Asia | Alley Cropping,Tropical,Wet,Western Asia,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | Western Asia | Perennial Fallow,Tropical,Wet,Western Asia,Perennial Fallow,2.48,2.48,0.98,3.98,,,,
,Tropical | Wet | Western Asia | Hedgerow,Tropical,Wet,Western Asia,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | Western Asia | Multistrata,Tropical,Wet,Western Asia,Multistrata,5.99,5.99,3.575,8.405,,,,
,Tropical | Wet | Western Asia | Parkland,Tropical,Wet,Western Asia,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | Western Asia | Shaded Perennial,Tropical,Wet,Western Asia,Shaded Perennial,2.21,2.21,0.8675,3.5525,,,,
,Tropical | Wet | Western Asia | Silvoarable,Tropical,Wet,Western Asia,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | Western Asia | Silvopasture,Tropical,Wet,Western Asia,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | Western Asia | Other Land,Tropical,Wet,Western Asia,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Western Asia | Olive,Tropical,Wet,Western Asia,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Western Asia | Orchard,Tropical,Wet,Western Asia,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Western Asia | Short Rotation Coppice,Tropical,Wet,Western Asia,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Western Asia | Tea,Tropical,Wet,Western Asia,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | Western Asia | Vine,Tropical,Wet,Western Asia,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Western Asia | Oil Palm,Tropical,Wet,Western Asia,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | Western Asia | Rubber,Tropical,Wet,Western Asia,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | Europe | Grains,Tropical,Wet,Europe,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Maize,Tropical,Wet,Europe,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Sugarcane,Tropical,Wet,Europe,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Wheat,Tropical,Wet,Europe,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Beans & Pulses,Tropical,Wet,Europe,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Tubers,Tropical,Wet,Europe,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Root Crops,Tropical,Wet,Europe,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Barley,Tropical,Wet,Europe,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Oats,Tropical,Wet,Europe,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Millet,Tropical,Wet,Europe,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Sorghum,Tropical,Wet,Europe,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Rye,Tropical,Wet,Europe,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Soybeans,Tropical,Wet,Europe,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Dry Bean,Tropical,Wet,Europe,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Potatoes,Tropical,Wet,Europe,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Peanuts,Tropical,Wet,Europe,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Vegetables,Tropical,Wet,Europe,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Oilseeds,Tropical,Wet,Europe,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Groundnuts,Tropical,Wet,Europe,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Annual Cropland,Tropical,Wet,Europe,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Set Aside,Tropical,Wet,Europe,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Flooded Rice,Tropical,Wet,Europe,Flooded Rice,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Europe | Grassland,Tropical,Wet,Europe,Grassland,7.567,7.567,1.89175,13.24225,,,,
,Tropical | Wet | Europe | Other Land (Non-Vegetated),Tropical,Wet,Europe,Other Land (Non-Vegetated),0,0,#N/A,#N/A,,,,
,Tropical | Wet | Europe | Settlement,Tropical,Wet,Europe,Settlement,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Europe | Agroforestry - Default,Tropical,Wet,Europe,Agroforestry - Default,2.6225,2.6225,1.0503125,4.1946875,,,,
,Tropical | Wet | Europe | Alley Cropping,Tropical,Wet,Europe,Alley Cropping,2.33,2.33,1.3712,3.2888,,,,
,Tropical | Wet | Europe | Perennial Fallow,Tropical,Wet,Europe,Perennial Fallow,5.69,5.69,3.6245,7.7555,,,,
,Tropical | Wet | Europe | Hedgerow,Tropical,Wet,Europe,Hedgerow,0.53,0.53,0.2075,0.8525,,,,
,Tropical | Wet | Europe | Multistrata,Tropical,Wet,Europe,Multistrata,4.16,4.16,3.1525,5.1675,,,,
,Tropical | Wet | Europe | Parkland,Tropical,Wet,Europe,Parkland,0.8,0.8,0.4578,1.1422,,,,
,Tropical | Wet | Europe | Shaded Perennial,Tropical,Wet,Europe,Shaded Perennial,2.9,2.9,2.2156,3.5844,,,,
,Tropical | Wet | Europe | Silvoarable,Tropical,Wet,Europe,Silvoarable,4.5,4.5,3.3087,5.6913,,,,
,Tropical | Wet | Europe | Silvopasture,Tropical,Wet,Europe,Silvopasture,0.07,0.07,0.025,0.115,,,,
,Tropical | Wet | Europe | Other Land,Tropical,Wet,Europe,Other Land,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Europe | Olive,Tropical,Wet,Europe,Olive,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Europe | Orchard,Tropical,Wet,Europe,Orchard,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Europe | Short Rotation Coppice,Tropical,Wet,Europe,Short Rotation Coppice,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Europe | Tea,Tropical,Wet,Europe,Tea,0.7,0.7,0.525,0.875,,,,
,Tropical | Wet | Europe | Vine,Tropical,Wet,Europe,Vine,0,0,#N/A,#N/A,,,,
,Tropical | Wet | Europe | Oil Palm,Tropical,Wet,Europe,Oil Palm,2.4,2.4,1.416,3.384,,,,
,Tropical | Wet | Europe | Rubber,Tropical,Wet,Europe,Rubber,3,3,2.61,3.39,,,,
,Tropical | Wet | Oceania | Grains,Tropical,Wet,Oceania,Grains,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Maize,Tropical,Wet,Oceania,Maize,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Sugarcane,Tropical,Wet,Oceania,Sugarcane,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Wheat,Tropical,Wet,Oceania,Wheat,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Beans & Pulses,Tropical,Wet,Oceania,Beans & Pulses,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Tubers,Tropical,Wet,Oceania,Tubers,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Root Crops,Tropical,Wet,Oceania,Root Crops,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Barley,Tropical,Wet,Oceania,Barley,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Oats,Tropical,Wet,Oceania,Oats,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Millet,Tropical,Wet,Oceania,Millet,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Sorghum,Tropical,Wet,Oceania,Sorghum,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Rye,Tropical,Wet,Oceania,Rye,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Soybeans,Tropical,Wet,Oceania,Soybeans,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Dry Bean,Tropical,Wet,Oceania,Dry Bean,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Potatoes,Tropical,Wet,Oceania,Potatoes,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Peanuts,Tropical,Wet,Oceania,Peanuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Vegetables,Tropical,Wet,Oceania,Vegetables,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Oilseeds,Tropical,Wet,Oceania,Oilseeds,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Groundnuts,Tropical,Wet,Oceania,Groundnuts,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Annual Cropland,Tropical,Wet,Oceania,Annual Cropland,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Set Aside,Tropical,Wet,Oceania,Set Aside,4.7,4.7,1.175,8.225,,,,
,Tropical | Wet | Oceania | Flooded Rice,Tropical,Wet,Oceania,Flooded Rice,4.7,4.7,1.175,8.225,,,,
