id,livestock_production_type,manure_management_type,livestock_category_type,ipcc_region,value,value_min,value_max,"Source: 2019 Refinement to the 2006 IPCC Guidelines for National Greenhouse Gas Inventories, IPCC (2019), Volume 4 AFOLU, table 10A.6."
20839,High-Productivity,Pasture/Range/Paddock,Horses,Latin America And The Caribbean,80,N/A,N/A,
20840,High-Productivity,Daily Spread,Horses,Latin America And The Caribbean,0,N/A,N/A,
20841,High-Productivity,Digester,Horses,Latin America And The Caribbean,0,N/A,N/A,
20842,High-Productivity,Burned For Fuel,Horses,Latin America And The Caribbean,0,N/A,N/A,
20843,High-Productivity,Pit<1Month,Horses,Latin America And The Caribbean,0,N/A,N/A,
20845,High-Productivity,Poultry Manure,Horses,Latin America And The Caribbean,0,N/A,N/A,
20846,High-Productivity,Deep Bedding,Horses,Latin America And The Caribbean,0,N/A,N/A,
20847,High-Productivity,Composting,Horses,Latin America And The Caribbean,0,N/A,N/A,
20848,High-Productivity,Aerobic Treatment,Horses,Latin America And The Caribbean,0,N/A,N/A,
20849,High-Productivity,Lagoon,Horses,Western Europe,0,N/A,N/A,
20850,High-Productivity,Liquid/Slurry,Horses,Western Europe,0,N/A,N/A,
20851,High-Productivity,Solid Storage,Horses,Western Europe,28,N/A,N/A,
20852,High-Productivity,Dry Lot,Horses,Western Europe,0,N/A,N/A,
20853,High-Productivity,Pasture/Range/Paddock,Horses,Western Europe,72,N/A,N/A,
20854,High-Productivity,Daily Spread,Horses,Western Europe,0,N/A,N/A,
20855,High-Productivity,Digester,Horses,Western Europe,0,N/A,N/A,
20856,High-Productivity,Burned For Fuel,Horses,Western Europe,0,N/A,N/A,
20857,High-Productivity,Pit<1Month,Horses,Western Europe,0,N/A,N/A,
20859,High-Productivity,Poultry Manure,Horses,Western Europe,0,N/A,N/A,
20860,High-Productivity,Deep Bedding,Horses,Western Europe,0,N/A,N/A,
20861,High-Productivity,Composting,Horses,Western Europe,0,N/A,N/A,
20862,High-Productivity,Aerobic Treatment,Horses,Western Europe,0,N/A,N/A,
20863,High-Productivity,Lagoon,Horses,Eastern Europe,0,N/A,N/A,
20864,High-Productivity,Liquid/Slurry,Horses,Eastern Europe,0,N/A,N/A,
20865,High-Productivity,Solid Storage,Horses,Eastern Europe,9,N/A,N/A,
20866,High-Productivity,Dry Lot,Horses,Eastern Europe,0,N/A,N/A,
20867,High-Productivity,Pasture/Range/Paddock,Horses,Eastern Europe,91,N/A,N/A,
20868,High-Productivity,Daily Spread,Horses,Eastern Europe,0,N/A,N/A,
20869,High-Productivity,Digester,Horses,Eastern Europe,0,N/A,N/A,
20870,High-Productivity,Burned For Fuel,Horses,Eastern Europe,0,N/A,N/A,
20871,High-Productivity,Pit<1Month,Horses,Eastern Europe,0,N/A,N/A,
20873,High-Productivity,Poultry Manure,Horses,Eastern Europe,0,N/A,N/A,
20874,High-Productivity,Deep Bedding,Horses,Eastern Europe,0,N/A,N/A,
20875,High-Productivity,Composting,Horses,Eastern Europe,0,N/A,N/A,
20876,High-Productivity,Aerobic Treatment,Horses,Eastern Europe,0,N/A,N/A,
20877,High-Productivity,Lagoon,Horses,Russian Federation,0,N/A,N/A,
20878,High-Productivity,Liquid/Slurry,Horses,Russian Federation,0,N/A,N/A,
20879,High-Productivity,Solid Storage,Horses,Russian Federation,82,N/A,N/A,
20880,High-Productivity,Dry Lot,Horses,Russian Federation,0,N/A,N/A,
20881,High-Productivity,Pasture/Range/Paddock,Horses,Russian Federation,18,N/A,N/A,
20882,High-Productivity,Daily Spread,Horses,Russian Federation,0,N/A,N/A,
20883,High-Productivity,Digester,Horses,Russian Federation,0,N/A,N/A,
20884,High-Productivity,Burned For Fuel,Horses,Russian Federation,0,N/A,N/A,
20885,High-Productivity,Pit<1Month,Horses,Russian Federation,0,N/A,N/A,
20887,High-Productivity,Poultry Manure,Horses,Russian Federation,0,N/A,N/A,
20888,High-Productivity,Deep Bedding,Horses,Russian Federation,0,N/A,N/A,
20889,High-Productivity,Composting,Horses,Russian Federation,0,N/A,N/A,
20890,High-Productivity,Aerobic Treatment,Horses,Russian Federation,0,N/A,N/A,
20891,High-Productivity,Lagoon,Horses,Oceania,0,N/A,N/A,
20892,High-Productivity,Liquid/Slurry,Horses,Oceania,0,N/A,N/A,
20893,High-Productivity,Solid Storage,Horses,Oceania,0,N/A,N/A,
20894,High-Productivity,Dry Lot,Horses,Oceania,0,N/A,N/A,
20895,High-Productivity,Pasture/Range/Paddock,Horses,Oceania,100,N/A,N/A,
20896,High-Productivity,Daily Spread,Horses,Oceania,0,N/A,N/A,
20897,High-Productivity,Digester,Horses,Oceania,0,N/A,N/A,
20898,High-Productivity,Burned For Fuel,Horses,Oceania,0,N/A,N/A,
20899,High-Productivity,Pit<1Month,Horses,Oceania,0,N/A,N/A,
20901,High-Productivity,Poultry Manure,Horses,Oceania,0,N/A,N/A,
20902,High-Productivity,Deep Bedding,Horses,Oceania,0,N/A,N/A,
20903,High-Productivity,Composting,Horses,Oceania,0,N/A,N/A,
20904,High-Productivity,Aerobic Treatment,Horses,Oceania,0,N/A,N/A,
20905,High-Productivity,Lagoon,Horses,NENA/Middle East,0,N/A,N/A,
20906,High-Productivity,Liquid/Slurry,Horses,NENA/Middle East,0,N/A,N/A,
20907,High-Productivity,Solid Storage,Horses,NENA/Middle East,0,N/A,N/A,
20908,High-Productivity,Dry Lot,Horses,NENA/Middle East,50,N/A,N/A,
20909,High-Productivity,Pasture/Range/Paddock,Horses,NENA/Middle East,50,N/A,N/A,
20910,High-Productivity,Daily Spread,Horses,NENA/Middle East,0,N/A,N/A,
20911,High-Productivity,Digester,Horses,NENA/Middle East,0,N/A,N/A,
20912,High-Productivity,Burned For Fuel,Horses,NENA/Middle East,0,N/A,N/A,
20913,High-Productivity,Pit<1Month,Horses,NENA/Middle East,0,N/A,N/A,
20915,High-Productivity,Poultry Manure,Horses,NENA/Middle East,0,N/A,N/A,
20916,High-Productivity,Deep Bedding,Horses,NENA/Middle East,0,N/A,N/A,
20917,High-Productivity,Composting,Horses,NENA/Middle East,0,N/A,N/A,
20918,High-Productivity,Aerobic Treatment,Horses,NENA/Middle East,0,N/A,N/A,
20919,High-Productivity,Lagoon,Horses,South Asia,0,N/A,N/A,
20920,High-Productivity,Liquid/Slurry,Horses,South Asia,0,N/A,N/A,
20921,High-Productivity,Solid Storage,Horses,South Asia,50,N/A,N/A,
20922,High-Productivity,Dry Lot,Horses,South Asia,0,N/A,N/A,
20923,High-Productivity,Pasture/Range/Paddock,Horses,South Asia,50,N/A,N/A,
20924,High-Productivity,Daily Spread,Horses,South Asia,0,N/A,N/A,
20925,High-Productivity,Digester,Horses,South Asia,0,N/A,N/A,
20926,High-Productivity,Burned For Fuel,Horses,South Asia,0,N/A,N/A,
20927,High-Productivity,Pit<1Month,Horses,South Asia,0,N/A,N/A,
20929,High-Productivity,Poultry Manure,Horses,South Asia,0,N/A,N/A,
20930,High-Productivity,Deep Bedding,Horses,South Asia,0,N/A,N/A,
20931,High-Productivity,Composting,Horses,South Asia,0,N/A,N/A,
20932,High-Productivity,Aerobic Treatment,Horses,South Asia,0,N/A,N/A,
20933,Low-Productivity,Lagoon,Horses,Sub-Saharan Africa,0,N/A,N/A,
20934,Low-Productivity,Liquid/Slurry,Horses,Sub-Saharan Africa,0,N/A,N/A,
20935,Low-Productivity,Solid Storage,Horses,Sub-Saharan Africa,17,N/A,N/A,
20936,Low-Productivity,Dry Lot,Horses,Sub-Saharan Africa,3,N/A,N/A,
20937,Low-Productivity,Pasture/Range/Paddock,Horses,Sub-Saharan Africa,80,N/A,N/A,
20938,Low-Productivity,Daily Spread,Horses,Sub-Saharan Africa,0,N/A,N/A,
20939,Low-Productivity,Digester,Horses,Sub-Saharan Africa,0,N/A,N/A,
20940,Low-Productivity,Burned For Fuel,Horses,Sub-Saharan Africa,0,N/A,N/A,
20941,Low-Productivity,Pit<1Month,Horses,Sub-Saharan Africa,0,N/A,N/A,
20943,Low-Productivity,Poultry Manure,Horses,Sub-Saharan Africa,0,N/A,N/A,
20944,Low-Productivity,Deep Bedding,Horses,Sub-Saharan Africa,0,N/A,N/A,
20945,Low-Productivity,Composting,Horses,Sub-Saharan Africa,0,N/A,N/A,
20946,Low-Productivity,Aerobic Treatment,Horses,Sub-Saharan Africa,0,N/A,N/A,
20947,Low-Productivity,Lagoon,Horses,East Asia And South-East Asia,0,N/A,N/A,
20948,Low-Productivity,Liquid/Slurry,Horses,East Asia And South-East Asia,0,N/A,N/A,
20949,Low-Productivity,Solid Storage,Horses,East Asia And South-East Asia,50,N/A,N/A,
20950,Low-Productivity,Dry Lot,Horses,East Asia And South-East Asia,0,N/A,N/A,
20951,Low-Productivity,Pasture/Range/Paddock,Horses,East Asia And South-East Asia,50,N/A,N/A,
20952,Low-Productivity,Daily Spread,Horses,East Asia And South-East Asia,0,N/A,N/A,
20953,Low-Productivity,Digester,Horses,East Asia And South-East Asia,0,N/A,N/A,
20954,Low-Productivity,Burned For Fuel,Horses,East Asia And South-East Asia,0,N/A,N/A,
20955,Low-Productivity,Pit<1Month,Horses,East Asia And South-East Asia,0,N/A,N/A,
20957,Low-Productivity,Poultry Manure,Horses,East Asia And South-East Asia,0,N/A,N/A,
20958,Low-Productivity,Deep Bedding,Horses,East Asia And South-East Asia,0,N/A,N/A,
20959,Low-Productivity,Composting,Horses,East Asia And South-East Asia,0,N/A,N/A,
20960,Low-Productivity,Aerobic Treatment,Horses,East Asia And South-East Asia,0,N/A,N/A,
20961,Low-Productivity,Lagoon,Horses,North America,0,N/A,N/A,
20962,Low-Productivity,Liquid/Slurry,Horses,North America,0,N/A,N/A,
20963,Low-Productivity,Solid Storage,Horses,North America,50,N/A,N/A,
20964,Low-Productivity,Dry Lot,Horses,North America,0,N/A,N/A,
20965,Low-Productivity,Pasture/Range/Paddock,Horses,North America,50,N/A,N/A,
20966,Low-Productivity,Daily Spread,Horses,North America,0,N/A,N/A,
20967,Low-Productivity,Digester,Horses,North America,0,N/A,N/A,
20968,Low-Productivity,Burned For Fuel,Horses,North America,0,N/A,N/A,
20969,Low-Productivity,Pit<1Month,Horses,North America,0,N/A,N/A,
20971,Low-Productivity,Poultry Manure,Horses,North America,0,N/A,N/A,
20972,Low-Productivity,Deep Bedding,Horses,North America,0,N/A,N/A,
20973,Low-Productivity,Composting,Horses,North America,0,N/A,N/A,
20974,Low-Productivity,Aerobic Treatment,Horses,North America,0,N/A,N/A,
20975,Low-Productivity,Lagoon,Horses,Latin America And The Caribbean,0,N/A,N/A,
20976,Low-Productivity,Liquid/Slurry,Horses,Latin America And The Caribbean,0,N/A,N/A,
20977,Low-Productivity,Solid Storage,Horses,Latin America And The Caribbean,17,N/A,N/A,
20978,Low-Productivity,Dry Lot,Horses,Latin America And The Caribbean,3,N/A,N/A,
20979,Low-Productivity,Pasture/Range/Paddock,Horses,Latin America And The Caribbean,80,N/A,N/A,
20980,Low-Productivity,Daily Spread,Horses,Latin America And The Caribbean,0,N/A,N/A,
20981,Low-Productivity,Digester,Horses,Latin America And The Caribbean,0,N/A,N/A,
20982,Low-Productivity,Burned For Fuel,Horses,Latin America And The Caribbean,0,N/A,N/A,
20983,Low-Productivity,Pit<1Month,Horses,Latin America And The Caribbean,0,N/A,N/A,
20985,Low-Productivity,Poultry Manure,Horses,Latin America And The Caribbean,0,N/A,N/A,
20986,Low-Productivity,Deep Bedding,Horses,Latin America And The Caribbean,0,N/A,N/A,
20987,Low-Productivity,Composting,Horses,Latin America And The Caribbean,0,N/A,N/A,
20988,Low-Productivity,Aerobic Treatment,Horses,Latin America And The Caribbean,0,N/A,N/A,
20989,Low-Productivity,Lagoon,Horses,Western Europe,0,N/A,N/A,
20990,Low-Productivity,Liquid/Slurry,Horses,Western Europe,0,N/A,N/A,
20991,Low-Productivity,Solid Storage,Horses,Western Europe,28,N/A,N/A,
20992,Low-Productivity,Dry Lot,Horses,Western Europe,0,N/A,N/A,
20993,Low-Productivity,Pasture/Range/Paddock,Horses,Western Europe,72,N/A,N/A,
20994,Low-Productivity,Daily Spread,Horses,Western Europe,0,N/A,N/A,
20995,Low-Productivity,Digester,Horses,Western Europe,0,N/A,N/A,
20996,Low-Productivity,Burned For Fuel,Horses,Western Europe,0,N/A,N/A,
20997,Low-Productivity,Pit<1Month,Horses,Western Europe,0,N/A,N/A,
20999,Low-Productivity,Poultry Manure,Horses,Western Europe,0,N/A,N/A,
21000,Low-Productivity,Deep Bedding,Horses,Western Europe,0,N/A,N/A,
21001,Low-Productivity,Composting,Horses,Western Europe,0,N/A,N/A,
21002,Low-Productivity,Aerobic Treatment,Horses,Western Europe,0,N/A,N/A,
21003,Low-Productivity,Lagoon,Horses,Eastern Europe,0,N/A,N/A,
21004,Low-Productivity,Liquid/Slurry,Horses,Eastern Europe,0,N/A,N/A,
21005,Low-Productivity,Solid Storage,Horses,Eastern Europe,9,N/A,N/A,
21006,Low-Productivity,Dry Lot,Horses,Eastern Europe,0,N/A,N/A,
21007,Low-Productivity,Pasture/Range/Paddock,Horses,Eastern Europe,91,N/A,N/A,
21008,Low-Productivity,Daily Spread,Horses,Eastern Europe,0,N/A,N/A,
21009,Low-Productivity,Digester,Horses,Eastern Europe,0,N/A,N/A,
21010,Low-Productivity,Burned For Fuel,Horses,Eastern Europe,0,N/A,N/A,
21011,Low-Productivity,Pit<1Month,Horses,Eastern Europe,0,N/A,N/A,
21013,Low-Productivity,Poultry Manure,Horses,Eastern Europe,0,N/A,N/A,
21014,Low-Productivity,Deep Bedding,Horses,Eastern Europe,0,N/A,N/A,
21015,Low-Productivity,Composting,Horses,Eastern Europe,0,N/A,N/A,
21016,Low-Productivity,Aerobic Treatment,Horses,Eastern Europe,0,N/A,N/A,
21017,Low-Productivity,Lagoon,Horses,Russian Federation,0,N/A,N/A,
21018,Low-Productivity,Liquid/Slurry,Horses,Russian Federation,0,N/A,N/A,
21019,Low-Productivity,Solid Storage,Horses,Russian Federation,82,N/A,N/A,
21020,Low-Productivity,Dry Lot,Horses,Russian Federation,0,N/A,N/A,
21021,Low-Productivity,Pasture/Range/Paddock,Horses,Russian Federation,18,N/A,N/A,
21022,Low-Productivity,Daily Spread,Horses,Russian Federation,0,N/A,N/A,
21023,Low-Productivity,Digester,Horses,Russian Federation,0,N/A,N/A,
21024,Low-Productivity,Burned For Fuel,Horses,Russian Federation,0,N/A,N/A,
21025,Low-Productivity,Pit<1Month,Horses,Russian Federation,0,N/A,N/A,
21027,Low-Productivity,Poultry Manure,Horses,Russian Federation,0,N/A,N/A,
21028,Low-Productivity,Deep Bedding,Horses,Russian Federation,0,N/A,N/A,
21029,Low-Productivity,Composting,Horses,Russian Federation,0,N/A,N/A,
21030,Low-Productivity,Aerobic Treatment,Horses,Russian Federation,0,N/A,N/A,
21031,Low-Productivity,Lagoon,Horses,Oceania,0,N/A,N/A,
21032,Low-Productivity,Liquid/Slurry,Horses,Oceania,0,N/A,N/A,
21033,Low-Productivity,Solid Storage,Horses,Oceania,0,N/A,N/A,
21034,Low-Productivity,Dry Lot,Horses,Oceania,0,N/A,N/A,
21035,Low-Productivity,Pasture/Range/Paddock,Horses,Oceania,100,N/A,N/A,
21036,Low-Productivity,Daily Spread,Horses,Oceania,0,N/A,N/A,
21037,Low-Productivity,Digester,Horses,Oceania,0,N/A,N/A,
21038,Low-Productivity,Burned For Fuel,Horses,Oceania,0,N/A,N/A,
21039,Low-Productivity,Pit<1Month,Horses,Oceania,0,N/A,N/A,
21041,Low-Productivity,Poultry Manure,Horses,Oceania,0,N/A,N/A,
21042,Low-Productivity,Deep Bedding,Horses,Oceania,0,N/A,N/A,
21043,Low-Productivity,Composting,Horses,Oceania,0,N/A,N/A,
21044,Low-Productivity,Aerobic Treatment,Horses,Oceania,0,N/A,N/A,
21045,Low-Productivity,Lagoon,Horses,NENA/Middle East,0,N/A,N/A,
21046,Low-Productivity,Liquid/Slurry,Horses,NENA/Middle East,0,N/A,N/A,
21047,Low-Productivity,Solid Storage,Horses,NENA/Middle East,0,N/A,N/A,
21048,Low-Productivity,Dry Lot,Horses,NENA/Middle East,50,N/A,N/A,
21049,Low-Productivity,Pasture/Range/Paddock,Horses,NENA/Middle East,50,N/A,N/A,
21050,Low-Productivity,Daily Spread,Horses,NENA/Middle East,0,N/A,N/A,
21051,Low-Productivity,Digester,Horses,NENA/Middle East,0,N/A,N/A,
21052,Low-Productivity,Burned For Fuel,Horses,NENA/Middle East,0,N/A,N/A,
21053,Low-Productivity,Pit<1Month,Horses,NENA/Middle East,0,N/A,N/A,
21055,Low-Productivity,Poultry Manure,Horses,NENA/Middle East,0,N/A,N/A,
21056,Low-Productivity,Deep Bedding,Horses,NENA/Middle East,0,N/A,N/A,
21057,Low-Productivity,Composting,Horses,NENA/Middle East,0,N/A,N/A,
21058,Low-Productivity,Aerobic Treatment,Horses,NENA/Middle East,0,N/A,N/A,
21059,Low-Productivity,Lagoon,Horses,South Asia,0,N/A,N/A,
21060,Low-Productivity,Liquid/Slurry,Horses,South Asia,0,N/A,N/A,
21061,Low-Productivity,Solid Storage,Horses,South Asia,50,N/A,N/A,
21062,Low-Productivity,Dry Lot,Horses,South Asia,0,N/A,N/A,
21063,Low-Productivity,Pasture/Range/Paddock,Horses,South Asia,50,N/A,N/A,
21064,Low-Productivity,Daily Spread,Horses,South Asia,0,N/A,N/A,
21065,Low-Productivity,Digester,Horses,South Asia,0,N/A,N/A,
21066,Low-Productivity,Burned For Fuel,Horses,South Asia,0,N/A,N/A,
21067,Low-Productivity,Pit<1Month,Horses,South Asia,0,N/A,N/A,
21069,Low-Productivity,Poultry Manure,Horses,South Asia,0,N/A,N/A,
21070,Low-Productivity,Deep Bedding,Horses,South Asia,0,N/A,N/A,
21071,Low-Productivity,Composting,Horses,South Asia,0,N/A,N/A,
21072,Low-Productivity,Aerobic Treatment,Horses,South Asia,0,N/A,N/A,
21073,Default,Lagoon,Horses,Sub-Saharan Africa,0,N/A,N/A,
21074,Default,Liquid/Slurry,Horses,Sub-Saharan Africa,0,N/A,N/A,
21075,Default,Solid Storage,Horses,Sub-Saharan Africa,17,N/A,N/A,
21076,Default,Dry Lot,Horses,Sub-Saharan Africa,3,N/A,N/A,
21077,Default,Pasture/Range/Paddock,Horses,Sub-Saharan Africa,80,N/A,N/A,
21078,Default,Daily Spread,Horses,Sub-Saharan Africa,0,N/A,N/A,
21079,Default,Digester,Horses,Sub-Saharan Africa,0,N/A,N/A,
21080,Default,Burned For Fuel,Horses,Sub-Saharan Africa,0,N/A,N/A,
21081,Default,Pit<1Month,Horses,Sub-Saharan Africa,0,N/A,N/A,
21083,Default,Poultry Manure,Horses,Sub-Saharan Africa,0,N/A,N/A,
21084,Default,Deep Bedding,Horses,Sub-Saharan Africa,0,N/A,N/A,
21085,Default,Composting,Horses,Sub-Saharan Africa,0,N/A,N/A,
21086,Default,Aerobic Treatment,Horses,Sub-Saharan Africa,0,N/A,N/A,
21087,Default,Lagoon,Horses,East Asia And South-East Asia,0,N/A,N/A,
21088,Default,Liquid/Slurry,Horses,East Asia And South-East Asia,0,N/A,N/A,
21089,Default,Solid Storage,Horses,East Asia And South-East Asia,50,N/A,N/A,
21090,Default,Dry Lot,Horses,East Asia And South-East Asia,0,N/A,N/A,
21091,Default,Pasture/Range/Paddock,Horses,East Asia And South-East Asia,50,N/A,N/A,
21092,Default,Daily Spread,Horses,East Asia And South-East Asia,0,N/A,N/A,
21093,Default,Digester,Horses,East Asia And South-East Asia,0,N/A,N/A,
21094,Default,Burned For Fuel,Horses,East Asia And South-East Asia,0,N/A,N/A,
21095,Default,Pit<1Month,Horses,East Asia And South-East Asia,0,N/A,N/A,
21097,Default,Poultry Manure,Horses,East Asia And South-East Asia,0,N/A,N/A,
21098,Default,Deep Bedding,Horses,East Asia And South-East Asia,0,N/A,N/A,
21099,Default,Composting,Horses,East Asia And South-East Asia,0,N/A,N/A,
21100,Default,Aerobic Treatment,Horses,East Asia And South-East Asia,0,N/A,N/A,
21101,Default,Lagoon,Horses,North America,0,N/A,N/A,
21102,Default,Liquid/Slurry,Horses,North America,0,N/A,N/A,
21103,Default,Solid Storage,Horses,North America,50,N/A,N/A,
21104,Default,Dry Lot,Horses,North America,0,N/A,N/A,
21105,Default,Pasture/Range/Paddock,Horses,North America,50,N/A,N/A,
21106,Default,Daily Spread,Horses,North America,0,N/A,N/A,
21107,Default,Digester,Horses,North America,0,N/A,N/A,
21108,Default,Burned For Fuel,Horses,North America,0,N/A,N/A,
21109,Default,Pit<1Month,Horses,North America,0,N/A,N/A,
21111,Default,Poultry Manure,Horses,North America,0,N/A,N/A,
21112,Default,Deep Bedding,Horses,North America,0,N/A,N/A,
21113,Default,Composting,Horses,North America,0,N/A,N/A,
21114,Default,Aerobic Treatment,Horses,North America,0,N/A,N/A,
21115,Default,Lagoon,Horses,Latin America And The Caribbean,0,N/A,N/A,
21116,Default,Liquid/Slurry,Horses,Latin America And The Caribbean,0,N/A,N/A,
21117,Default,Solid Storage,Horses,Latin America And The Caribbean,17,N/A,N/A,
21118,Default,Dry Lot,Horses,Latin America And The Caribbean,3,N/A,N/A,
21119,Default,Pasture/Range/Paddock,Horses,Latin America And The Caribbean,80,N/A,N/A,
21120,Default,Daily Spread,Horses,Latin America And The Caribbean,0,N/A,N/A,
21121,Default,Digester,Horses,Latin America And The Caribbean,0,N/A,N/A,
21122,Default,Burned For Fuel,Horses,Latin America And The Caribbean,0,N/A,N/A,
21123,Default,Pit<1Month,Horses,Latin America And The Caribbean,0,N/A,N/A,
21125,Default,Poultry Manure,Horses,Latin America And The Caribbean,0,N/A,N/A,
21126,Default,Deep Bedding,Horses,Latin America And The Caribbean,0,N/A,N/A,
21127,Default,Composting,Horses,Latin America And The Caribbean,0,N/A,N/A,
21128,Default,Aerobic Treatment,Horses,Latin America And The Caribbean,0,N/A,N/A,
21129,Default,Lagoon,Horses,Western Europe,0,N/A,N/A,
21130,Default,Liquid/Slurry,Horses,Western Europe,0,N/A,N/A,
21131,Default,Solid Storage,Horses,Western Europe,28,N/A,N/A,
21132,Default,Dry Lot,Horses,Western Europe,0,N/A,N/A,
21133,Default,Pasture/Range/Paddock,Horses,Western Europe,72,N/A,N/A,
21134,Default,Daily Spread,Horses,Western Europe,0,N/A,N/A,
21135,Default,Digester,Horses,Western Europe,0,N/A,N/A,
21136,Default,Burned For Fuel,Horses,Western Europe,0,N/A,N/A,
21137,Default,Pit<1Month,Horses,Western Europe,0,N/A,N/A,
21139,Default,Poultry Manure,Horses,Western Europe,0,N/A,N/A,
21140,Default,Deep Bedding,Horses,Western Europe,0,N/A,N/A,
21141,Default,Composting,Horses,Western Europe,0,N/A,N/A,
21142,Default,Aerobic Treatment,Horses,Western Europe,0,N/A,N/A,
21143,Default,Lagoon,Horses,Eastern Europe,0,N/A,N/A,
21144,Default,Liquid/Slurry,Horses,Eastern Europe,0,N/A,N/A,
21145,Default,Solid Storage,Horses,Eastern Europe,9,N/A,N/A,
21146,Default,Dry Lot,Horses,Eastern Europe,0,N/A,N/A,
21147,Default,Pasture/Range/Paddock,Horses,Eastern Europe,91,N/A,N/A,
21148,Default,Daily Spread,Horses,Eastern Europe,0,N/A,N/A,
21149,Default,Digester,Horses,Eastern Europe,0,N/A,N/A,
21150,Default,Burned For Fuel,Horses,Eastern Europe,0,N/A,N/A,
21151,Default,Pit<1Month,Horses,Eastern Europe,0,N/A,N/A,
21153,Default,Poultry Manure,Horses,Eastern Europe,0,N/A,N/A,
21154,Default,Deep Bedding,Horses,Eastern Europe,0,N/A,N/A,
21155,Default,Composting,Horses,Eastern Europe,0,N/A,N/A,
21156,Default,Aerobic Treatment,Horses,Eastern Europe,0,N/A,N/A,
21157,Default,Lagoon,Horses,Russian Federation,0,N/A,N/A,
21158,Default,Liquid/Slurry,Horses,Russian Federation,0,N/A,N/A,
21159,Default,Solid Storage,Horses,Russian Federation,82,N/A,N/A,
21160,Default,Dry Lot,Horses,Russian Federation,0,N/A,N/A,
21161,Default,Pasture/Range/Paddock,Horses,Russian Federation,18,N/A,N/A,
21162,Default,Daily Spread,Horses,Russian Federation,0,N/A,N/A,
21163,Default,Digester,Horses,Russian Federation,0,N/A,N/A,
21164,Default,Burned For Fuel,Horses,Russian Federation,0,N/A,N/A,
21165,Default,Pit<1Month,Horses,Russian Federation,0,N/A,N/A,
21167,Default,Poultry Manure,Horses,Russian Federation,0,N/A,N/A,
21168,Default,Deep Bedding,Horses,Russian Federation,0,N/A,N/A,
21169,Default,Composting,Horses,Russian Federation,0,N/A,N/A,
21170,Default,Aerobic Treatment,Horses,Russian Federation,0,N/A,N/A,
21171,Default,Lagoon,Horses,Oceania,0,N/A,N/A,
21172,Default,Liquid/Slurry,Horses,Oceania,0,N/A,N/A,
21173,Default,Solid Storage,Horses,Oceania,0,N/A,N/A,
21174,Default,Dry Lot,Horses,Oceania,0,N/A,N/A,
21175,Default,Pasture/Range/Paddock,Horses,Oceania,100,N/A,N/A,
21176,Default,Daily Spread,Horses,Oceania,0,N/A,N/A,
21177,Default,Digester,Horses,Oceania,0,N/A,N/A,
21178,Default,Burned For Fuel,Horses,Oceania,0,N/A,N/A,
21179,Default,Pit<1Month,Horses,Oceania,0,N/A,N/A,
21181,Default,Poultry Manure,Horses,Oceania,0,N/A,N/A,
21182,Default,Deep Bedding,Horses,Oceania,0,N/A,N/A,
21183,Default,Composting,Horses,Oceania,0,N/A,N/A,
21184,Default,Aerobic Treatment,Horses,Oceania,0,N/A,N/A,
21185,Default,Lagoon,Horses,NENA/Middle East,0,N/A,N/A,
21186,Default,Liquid/Slurry,Horses,NENA/Middle East,0,N/A,N/A,
21187,Default,Solid Storage,Horses,NENA/Middle East,0,N/A,N/A,
21188,Default,Dry Lot,Horses,NENA/Middle East,50,N/A,N/A,
21189,Default,Pasture/Range/Paddock,Horses,NENA/Middle East,50,N/A,N/A,
21190,Default,Daily Spread,Horses,NENA/Middle East,0,N/A,N/A,
21191,Default,Digester,Horses,NENA/Middle East,0,N/A,N/A,
21192,Default,Burned For Fuel,Horses,NENA/Middle East,0,N/A,N/A,
21193,Default,Pit<1Month,Horses,NENA/Middle East,0,N/A,N/A,
21195,Default,Poultry Manure,Horses,NENA/Middle East,0,N/A,N/A,
21196,Default,Deep Bedding,Horses,NENA/Middle East,0,N/A,N/A,
21197,Default,Composting,Horses,NENA/Middle East,0,N/A,N/A,
21198,Default,Aerobic Treatment,Horses,NENA/Middle East,0,N/A,N/A,
21199,Default,Lagoon,Horses,South Asia,0,N/A,N/A,
21200,Default,Liquid/Slurry,Horses,South Asia,0,N/A,N/A,
21201,Default,Solid Storage,Horses,South Asia,50,N/A,N/A,
21202,Default,Dry Lot,Horses,South Asia,0,N/A,N/A,
21203,Default,Pasture/Range/Paddock,Horses,South Asia,50,N/A,N/A,
21204,Default,Daily Spread,Horses,South Asia,0,N/A,N/A,
21205,Default,Digester,Horses,South Asia,0,N/A,N/A,
21206,Default,Burned For Fuel,Horses,South Asia,0,N/A,N/A,
21207,Default,Pit<1Month,Horses,South Asia,0,N/A,N/A,
21209,Default,Poultry Manure,Horses,South Asia,0,N/A,N/A,
21210,Default,Deep Bedding,Horses,South Asia,0,N/A,N/A,
21211,Default,Composting,Horses,South Asia,0,N/A,N/A,
21212,Default,Aerobic Treatment,Horses,South Asia,0,N/A,N/A,
21213,High-Productivity,Lagoon,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21214,High-Productivity,Liquid/Slurry,Mules And Asses,Sub-Saharan Africa,0,N/A,N/A,
21215,High-Productivity,Solid Storage,Mules And Asses,Sub-Saharan Africa,17,N/A,N/A,
21216,High-Productivity,Dry Lot,Mules And Asses,Sub-Saharan Africa,3,N/A,N/A,
